seed,generation,feasible_count,front0_count,feasible_front0_count,min_avg_distance_km,max_coverage_80km_pct,min_p95_distance_km,min_budget_violation_brl
42,281,100,29,29,39.031475,91.427954,92.848076,0.0
42,282,100,21,21,39.031475,91.427954,92.848076,0.0
42,283,100,21,21,39.031475,91.427954,92.848076,0.0
42,284,100,21,21,39.031475,91.427954,92.848076,0.0
42,285,100,22,22,39.031475,91.427954,92.848076,0.0
42,286,100,22,22,39.031475,91.427954,92.848076,0.0
42,287,100,23,23,39.031475,91.427954,92.848076,0.0
42,288,100,23,23,39.031475,91.427954,92.848076,0.0
42,289,100,23,23,39.031475,91.427954,92.848076,0.0
42,290,100,23,23,38.221776,91.427954,92.848076,0.0
42,291,100,23,23,38.221776,91.427954,92.848076,0.0
42,292,100,22,22,38.221776,91.427954,92.848076,0.0
42,293,100,22,22,38.221776,91.427954,92.848076,0.0
42,294,100,22,22,38.221776,91.427954,92.848076,0.0
42,295,100,22,22,38.221776,91.427954,92.848076,0.0
42,296,100,23,23,38.221776,91.427954,92.848076,0.0
42,297,100,23,23,38.221776,91.427954,92.848076,0.0
42,298,100,23,23,38.221776,91.427954,92.848076,0.0
42,299,100,23,23,38.221776,91.427954,92.848076,0.0
42,300,100,23,23,38.221776,91.427954,92.848076,0.0
123,1,100,6,6,49.76666,84.567012,112.672183,0.0
123,2,100,7,7,49.76666,84.567012,112.672183,0.0
123,3,100,9,9,49.76666,84.567012,112.672183,0.0
123,4,100,13,13,49.76666,85.55484,112.672183,0.0
123,5,100,17,17,48.551193,85.55484,112.672183,0.0
123,6,100,18,18,46.894796,85.55484,112.672183,0.0
123,7,100,14,14,46.894796,85.55484,109.512007,0.0
123,8,100,8,8,46.341805,85.55484,109.512007,0.0
123,9,100,9,9,46.341805,85.55484,109.512007,0.0
123,10,100,11,11,46.341805,85.835078,109.512007,0.0
123,11,100,12,12,46.341805,86.919002,109.512007,0.0
123,12,100,14,14,46.341805,86.919002,108.125943,0.0
123,13,100,15,15,46.341805,86.919002,108.125943,0.0
123,14,100,19,19,46.341805,86.919002,108.125943,0.0
123,15,100,21,21,46.341805,87.286875,108.125943,0.0
123,16,100,24,24,45.457759,87.286875,108.125943,0.0
123,17,100,28,28,45.457759,87.286875,106.645449,0.0
123,18,100,27,27,43.749515,87.286875,106.645449,0.0
123,19,100,31,31,43.749515,87.286875,106.645449,0.0
123,20,100,25,25,43.749515,87.286875,106.645449,0.0
123,21,100,26,26,43.749515,87.286875,106.645449,0.0
123,22,100,30,30,43.749515,87.286875,106.645449,0.0
123,23,100,30,30,43.749515,87.286875,106.645449,0.0
123,24,100,30,30,43.749515,87.286875,106.645449,0.0
123,25,100,27,27,43.749515,87.286875,105.518198,0.0
123,26,100,17,17,43.749515,87.286875,105.518198,0.0
123,27,100,19,19,43.749515,87.286875,105.518198,0.0
